"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales"
"8139","Open Season","PS2","2006","Platform","Ubisoft","0.01","0.01","0","0"
"8140","Monster Hunter G","PS2","2005","Role-Playing","Capcom","0","0","0.23","0"
"8141","Xblaze: Lost Memories","PS3","2015","Adventure","Arc System Works","0.01","0","0","0"
"8142","Injustice: Gods Among Us","PS4","2013","Fighting","Warner Bros. Interactive Entertainment","0.46","0.29","0","0.12"
"8143","FIFA Soccer 2002","PS2","2001","Sports","Electronic Arts","0.31","0.24","0","0.08"
"8144","Backyard NBA Basketball","PS2","2003","Sports","Atari","0.29","0.22","0","0.07"
"8145","ESPN NFL Primetime 2002","XB","02","Sports","Konami Digital Entertainment","0.01","0","0","0"
"8146","Medarot: Kabuto / Kuwagata Version","GB","1997","Role-Playing","Imagineer","0","0","0.4","0"
"8147","Dream Club Zero Portable","PSV","2011","Simulation","D3Publisher","0","0","0.03","0"
"8148","Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono","PS2","2009","Misc","D3Publisher","0","0","0.06","0"
"8149","Hot Wheels Turbo Racing","N64","1999","Racing","Electronic Arts","0.25","0.06M","0","0"
"8150","NFL Blitz 20-03","GC","2002","Sports","Midway Games","0.11","0.03","0","0"
"8151","Gretzky NHL 2005","PS2","2004","Sports","Sony Computer Entertainment","0.08","0.07","0","0.02"
"8152","R.U.S.E.","X360","2010","Strategy","Ubisoft","0.12","0.12","0","30K"
"8153","Pro Evolution Soccer 2010","Wii","2009","Sports","Konami Digital Entertainment","0.12","0.27","0.06","0.05"
"8154","Just Dance 2016","Wii","2015","Misc","Ubisoft","0.52","0.59","0","0.1"
"8155","Dragon Ball Z: Shin Butouden","SAT","1995","Fighting","Namco Bandai Games","0","0","0.09","0"
"8156","Puzzle Kingdoms","DS","2009","Puzzle","Zoo Digital Publishing","0.12","0","0","0.01"
"8157","Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS","DS","2006","Misc","Nintendo","0M","0","1.71","0"
"8158","Virtua Tennis 4","PC","2011","Sports","Sega","0","0.03","0","0.01"
"8159","Sega Ages 2500 Series Vol. 26: Dynamite Deka","PS2","2006","Action","Sega","0","0","0.02","0"
"8160","Brothers in Arms: Double Time","Wii","2008","Shooter","Ubisoft","0.11","0","0","0.01"
"8161","2014 FIFA World Cup Brazil","X360","2014","Sports","Electronic Arts","0.14","0.28","0","0.04"
"8162","L.A. Rush","XB","2005","Racing","Midway Games","0.11","0.03","0","0.01"
"8163","Epidemic","PS","1995","Shooter","Sony Computer Entertainment","0.02","0.01","0.1","0.01"
"8164","Rayman Raving Rabbids","PC","2006","Misc","Ubisoft","0","0.01","0","0"
"8165","Top Gun: Fire at Will!","PS","1996","Misc","Microprose","0.3","0.21","0","0.04"
"8166","Hyakki Yagyou Kaidan Romance","PSP","2012","Action","Quinrose","0","0","10K","0"
"8167","Kenka Banchou 4: Ichinen Sensou","PSP","2010","Action","Spike","0","0","0.19","0"
"8168","BlowOut","XB","2003","Shooter","Zoo Digital Publishing","0.04","0.01","0","0"
"8169","Project CARS","XOne","2015","Racing","Slightly Mad Studios","0.08","0.13","0","0.02"
"8170","XGRA: Extreme G Racing Association","GC","2003","Racing","Acclaim Entertainment","0.02","0","0","0"
"8171","Generator Rex: Agent of Providence","3DS","2011","Action","Activision","0.07","0.02","0","0.01"
"8172","Destruction Derby Arenas","PS2","2004","Racing","Sony Computer Entertainment","0.06","0.05","0","0.02"
"8173","Steambot Chronicles: Battle Tournament","PSP","2008","Fighting","Irem Software Engineering","0.05","0","0.01","0"
"8174","Green Lantern: Rise of the Manhunters","X360","2011","Action","Warner Bros. Interactive Entertainment","0.07","0.05","0","0.01"
"8175","Mushroom Men: Rise of the Fungi","DS","2008","Action","SouthPeak Games","0.1","0","0","0.01"
"8176","Downhill Domination","PS2","2003","Racing","Codemasters","0.23","0.18","0","0.06"
"8177","World Stadium 4","PS","2000","Sports","Namco Bandai Games","0","0","0.15","0.01"
"8178","Rabbids Party Collection","Wii","2010","Misc","Ubisoft","0","0.16","0","0.02"
"8179","Sengoku Otome: Legend Battle","PSV","2016","Action","Unknown","0","0","0.02","0"
"8180","Bratz: Forever Diamondz","DS","2006","Adventure","THQ","0.43","0.88","0","0.18"
"8181","WipEout Pulse","PS2","2009","Racing","Sony Computer Entertainment","0","0.15","0","0.33"
"8182","Obscure","PS2","2004","Adventure","Microids","0.03","0.03","0","0.01"
"8183","Tennis no Oji-Sama: Card Hunter","PS2","2007","Strategy","Konami Digital Entertainment","0","0","0.02","0"
"8184","Red Dead Revolver","XB","2004","Shooter","Take-Two Interactive","0.4","0.12","0","0.02"
"8185","Tomb Raider: Anniversary","Wii","2007","Action","Eidos Interactive","0.12","0.63","0","0.11"
"8186","Need for Speed Underground 2","GC","2004","Racing","Electronic Arts","0.7","0.39","0.01","0.03"
"8187","Junjou Romanchika: Koi no Doki Doki Daisakusen","PS2","2008","Adventure","Marvelous Interactive","0","0","0.01","0"
"8188","Crash Tag Team Racing","PS2","2005","Racing","Vivendi Games","0.27","0.21","0","0.07"
"8189","Trollz: Hair Affair!","GBA","2005","Misc","Ubisoft","0.03","0.01","0","0"
"8190","Shining Force III: Scenario 2","SAT","1998","Strategy","Sega","0K","0","0.05","0"
"8191","XGRA: Extreme G Racing Association","XB","2003","Racing","Acclaim Entertainment","0.02","0","0","0"
"8192","Super Robot Wars OG: The Moon Dwellers","PS3","16","Misc","Namco Bandai Games","0","0","0.06","0"
"8193","Period Cube: Torikago no Amadeus","PSV","2016","Action","Idea Factory","0","0","0.01","0"
"8194","Vexx","GC","2003","Platform","Acclaim Entertainment","0.05","0.01","0","0"
"8195","UNO 52","DS","2006","Misc","Zoo Digital Publishing","0.01","0","0","0"
"8196","Mega Man Anniversary Collection","GC","2004","Platform","Capcom","0.32","0.08","0","0.01"
"8197","God of War Saga","PS3","2012","Action","Sony Computer Entertainment","0.72","0","0","0.06"
"8198","Enkaku Sousa: Sana e no 23 Hiai","PSP","2009","Adventure","Sony Computer Entertainment","0","0","0.02","0"
"8199","Championship Manager 03/04","PC","2003","Sports","Eidos Interactive","0","1.15","0","0.11"
"8200","Enemy Front","X360","2014","Shooter","Namco Bandai Games","0.02","0.03","0","0"
"8201","Medarot DS: Kabuto / Kuwagata Ver.","DS","2010","Role-Playing","Rocket Company","0","0","0.12","0"
"8202","The Incredible Hulk: The Pantheon Saga","PS","1996","Action","Eidos Interactive","0.09","0.06","0","0.01"
"8203","Babysitting Mania","DS","2008","Simulation","Majesco Entertainment","0.24","0","0","0.02"
"8204","Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf","GBA","2005","Action","Konami Digital Entertainment","0.04","0.02","0","0"
"8205","Yuusha Shisu.","PSV","2016","Role-Playing","Nippon Ichi Software","0","0","0.02","0"
"8206","Final Fantasy XI: Wings of the Goddess","X360","2007","Role-Playing","Square Enix","0.25","0","0.02","0.02"
"8207","Star Wars The Clone Wars: Republic Heroes","DS","2009","Action","LucasArts","0.23","0.14","0","0.04"
"8208","Galileo","DS","2008","Adventure","D3Publisher","0","0","0.03","0"
"8209","Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack","PS3","2011","Action","Namco Bandai Games","0","0","0.22","0"
"8210","Shin Hayarigami 2","PSV","2016","Adventure","Nippon Ichi Software","0","0","0.01","0"
"8211","Fatal Fury: Battle Archives Volume 1","PS2","2006","Fighting","Ignition Entertainment","0.02","0.01","0","0"
"8212","Up","DS","2009","Action","THQ","0.31","0.28","0","0.07"
"8213","Friend Collection","DS","2009","Misc","Nintendo","0","0","3.67","0"
"8214","Pro Evolution Soccer 2008","PS2","2007","Sports","Konami Digital Entertainment","0.05","0","0.64","2.93"
"8215","Reloaded","PS","1996","Action","Gremlin Interactive Ltd","0.09","0.06","0","0.01"
"8216","Famista '91","NES","1990","Sports","Namco Bandai Games","0","0","0.3","0"
"8217","Roadsters 99","N64","1999","Racing","Titus","0.06","0.13","0","0.01"
"8218","Arc the Lad III","PS","1999","Role-Playing","Sony Computer Entertainment","0","0","0.39","0.03"
"8219","G.I. Joe: The Rise of Cobra","PS3","2009","Action","Electronic Arts","0.11","0.07","0","0.03"
"8220","My Japanese Coach","DS","2008","Misc","Ubisoft","0.25","0","0","0.02"
"8221","Final Fantasy Chronicles","PS","2001","Role-Playing","Square","0.29","0.2","0","0.03"
"8222","Digimon World: Next Order","PSV","2016","Action","Namco Bandai Games","0","0","0.09","0"
"8223","Tekken 3D: Prime Edition","3DS","2012","Fighting","Nintendo","0.06","0.08","0.05","0.01"
"8224","Emergency Heroes","Wii","2008","Racing","Ubisoft","0.15","0.27","0","0.06"
"8225","Monster Hunter Frontier Online: Season 10","X360","2011","Role-Playing","Capcom","0","0","0.03","0"
"8226","Heroes of the Pacific","PC","2005","Simulation","Codemasters","0","0.02","0","0"
"8227","Bionic Commando","X360","2009","Platform","Capcom","0.12","0.12","0.01","0.03M"
"8228","Capcom vs. SNK 2: Millionaire Fighting 2001","DC","2001","Fighting","Capcom","0","0","0.12","0"
"8229","The Legend of Spyro: Dawn of the Dragon","X360","2008","Platform","Vivendi Games","0.16","0.13","0","0.03"
"8230","Beyblade G-Revolution","GBA","2004","Action","Atari","0.15","0.05","0","0"
"8231","Disney Infinity 2.0: Marvel Super Heroes","PS4","2014","Action","Disney Interactive Studios","0.26","0.24","0","0.1"
"8232","Iza, Shutsujin! Koisen","PSP","2011","Adventure","Quinrose","0","0","0.01","0"
"8233","Cocoto Kart Racer","DS","2004","Racing","Big Ben Interactive","0.04","0","0","0"
"8234","MX vs. ATV Unleashed","PS2","2005","Racing","THQ","0.86","0.03","0","0.14"
"8235","Keroro RPG: Kishi to Musha to Densetsu no Kaizoku","DS","2010","Role-Playing","Namco Bandai Games","0","0","0.07","0"
"8236","Woody Woodpecker Racing","PS","1999","Racing","Konami Digital Entertainment","60K","0.04","0","0.01"
"8237","Bentley's Hackpack","GBA","2005","Misc","N/A","0.67","0.25","0","0.02"
"8238","Winter Blast: 9 Snow & Ice Games","Wii","2010","Sports","Destineer","0.02","0","0","0"
"8239","Tiger Woods PGA Tour 2004","GBA","2003","Sports","Electronic Arts","0.13","0.05","0","0"
"8240","Wing Commander IV: The Price of Freedom","PS","1997","Simulation","Origin Systems","50K","0.03","0","0.01"
"8241","Growlanser VI: Precarious World","PS2","2007","Role-Playing","Atlus","0","0","0.05","0"
"8242","Vin Diesel: Wheelman","X360","2009","Racing","Ubisoft","0.24","0.17","0","0.05"
"8243","Iron Man 2","Wii","2010","Action","Sega","0.15","0.15M","0","0.03"
"8244","S.Y.K: Shinsetsu Saiyuuki Portable","PSP","2010","Adventure","Idea Factory","0","0","0.01","0"
"8245","Payout Poker & Casino","PSP","N/A","Misc","Unknown","0.02","0M","0","0"
"8246","Peter Jackson's King Kong: The Official Game of the Movie","GC","2005","Action","Ubisoft","0.19","0.05","0","0.01"
"8247","God Eater 2","PSV","2013","Role-Playing","Namco Bandai Games","0","0","0.45","0"
"8248","Uprising X","PS","1998","Action","3DO","0.04","0.03","0","0"
"8249","Rocky: Legends","PS2","2004","Action","Ubisoft","0.13","0.1","0","0.03"
"8250","Bee Movie Game","X360","2007","Action","Activision","0.16","0","0","0.01"
"8251","Harry Potter and the Deathly Hallows - Part 2","PC","2011","Action","Electronic Arts","0.05","0.04","0","0.01"
"8252","Let's Play Ballerina","DS","2010","Sports","Deep Silver","0.13","0","0","0.01"
"8253","Luxor 3","Wii","2008","Puzzle","Mumbo Jumbo","0.16","0","0","0.01"
"8254","Final Fantasy IV","DS","2007","Simulation","Square Enix","0.54","0.05","0.62","0.05"
"8255","Air Conflicts: Secret Wars","X360","2011","Simulation","bitComposer Games","0.06","0.02","0","0.01"
"8256","Shadowgate 64: Trials of the Four Towers","N64","1999","Adventure","Kemco","0.06","0.01","0","0"
"8257","DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage","DS","2008","Adventure","Tecmo Koei","0","0","0.07","0"
"8258","The Fairly Odd Parents: Breakin Da Rules","XB","2003","Platform","THQ","0.08","0.02","0","0"
"8259","Samurai & Dragons","PSV","2012","Action","Sega","0","0","0.02","0"
"8260","Truck Racer","Wii","2009","Racing","Nordic Games","0","0.01","0","0"
"8261","Micro Machines V3","PS","1997","Racing","Codemasters","0.06","0.04","0","0.01"
"8262","Game Party in Motion","X360","2010","Misc","Warner Bros. Interactive Entertainment","0.36","0.18","0","0.05"
"8263","Mario & Luigi: Partners in Time","DS","2005","Role-Playing","Nintendo","0.77","0.07","0.43","0.08"
"8264","Fight Night Round 4","PS3","2009","Fighting","Electronic Arts","0.92","0.41","0","0.21"
"8265","FIFA Soccer 06","GBA","2005","Sports","Electronic Arts","0.05","0.02","0","0"
"8266","Little Battlers eXperience: Wars","3DS","2013","Strategy","Level 5","0","0","0.13","0"
"8267","G-Force","PSP","2009","Action","Electronic Arts","0.24","0.07","0","0.05"
"8268","Art of Fighting 3: The Path of the Warrior","NG","1996","Fighting","SNK","0","0","0.04","0"
"8269","Rage","PC","2011","Shooter","Bethesda Softworks","0.14","0.18","0","0.06"
"8270","Hannah Montana","DS","2006","Action","Disney Interactive Studios","1.59","0.8","0","0.26"
"8271","From TV Animation One Piece: Grand Battle 2","PS","2002","Fighting","Namco Bandai Games","0","0","0.56","0.04"
"8272","NBA Live 06","GC","2005","Sports","Electronic Arts","0.25","0.07","0","0.01"
"8273","Penguins of Madagascar","WiiU","2014","Action","Namco Bandai Games","0.01","0.02","0","0"
"8274","Hanaoni: Yume no Tsudzuki","PSP","2012","Action","Idea Factory","0","0","0.04","0"
"8275","Burstrick: Wake Boarding!!","PS","2000","Sports","Natsume","0.15","0.1","0","0.02"
"8276","Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD","PS3","2013","Simulation","Namco Bandai Games","0","0","0.04","0"
"8277","Olympic Summer Games: Atlanta 1996","PS","1996","Sports","U.S. Gold","0.06","0.04","0M","0.01"
"8278","Showtime Championship Boxing","Wii","2007","Fighting","Zoo Digital Publishing","0.06","0","0","0.01"
"8279","FabStyle","DS","2011","Strategy","Tecmo Koei","0","0","0.08","0"
"8280","Uncharted: Golden Abyss","PSV","2011","Shooter","Sony Computer Entertainment","0.59","0.75","0.13","0.27"
"8281","Shinseiki Evangelion- Eva: Yukai na Nakama Tachi","PS","1998","Misc","Gainax Network Systems","0","0","0.05","0"
"8282","Cradle of Rome","DS","2008","Puzzle","Rising Star Games","0.06","0.16","0","0.03"
"8283","7 Wonders II","DS","2009","Puzzle","Rondomedia","0.14","0.15","0","0.03"
"8284","I Don't Have Many Friends Portable","PSP","2012","Adventure","Namco Bandai Games","0","0","0.07","0"
"8285","Reload: Target Down","Wii","2010","Shooter","Mastiff","0.25","0","0","0.02"
"8286","Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V","PSP","2009","Strategy","Namco Bandai Games","0","0","0.07","0"
"8287","WWE '12","X360","2011","Fighting","THQ","0.74","0.4","0","0.12"
"8288","All-Star Baseball 2003","XB","2002","Sports","Acclaim Entertainment","0.19","0.06","0","0.01"
"8289","Roary the Racing Car","DS","2009","Misc","Avanquest","0","0.08","0","0.01"
"8290","Yu-Gi-Oh! 5D's Wheelie Breakers","Wii","2009","Racing","Konami Digital Entertainment","0.09","0.01","0","0.01"
"8291","FIFA Soccer 11","PS2","2010","Sports","Electronic Arts","0.11","0.29","0","0.36"
"8292","Xenoblade Chronicles X","WiiU","2015","Role-Playing","Nintendo","0.36","0.28","0.14","0.06"
"8293","Pikmin","GC","2001","Strategy","Nintendo","0.78","0.25","0.56","0.04"
"8294","UEFA Euro 2016","PS3","2016","Sports","Konami Digital Entertainment","0","0.08","0.02","0.01"
"8295","Tiger Woods PGA Tour 14","PS3","2013","Sports","Electronic Arts","0.16","0.15","0","0.07"
"8296","Street Fighter Alpha 3","GBA","2002","Fighting","Capcom","0.11","0.04","0","0"
"8297","Yu Yu Hakusho Ghost Files: Spirit Detective","GBA","2003","Action","Atari","0.21","0.08","0","0.01"
"8298","Condemned 2: Bloodshot","PS3","2008","Action","Sega","0.17","0.16","0","0.07"
"8299","Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku","PS3","2010","Adventure","Alchemist","0","0","0.02","0"
"8300","Metal Gear Solid 2: Sons of Liberty","PS2","2001","Action","Konami Digital Entertainment","2.45","2.01","0.87","0.72"
"8301","SimCity DS","DS","2007","Simulation","Electronic Arts","0.33","0.03","0.21","0.03"
"8302","Samurai Warriors Chronicles 2nd","3DS","2012","Action","Ubisoft Annecy","0","0","0.1","0"
"8303","All-Star Baseball 2004","XB","2003","Sports","Acclaim Entertainment","0.1","0.03","0","0"
"8304","Tigger's Honey Hunt","N64","2000","Platform","Ubisoft","0.16","0.04M","0","0"
"8305","Fast & Furious: Showdown","PS3","2013","Action","Activision","0","0.03","0","0"
"8306","World of Warcraft: The Burning Crusade","PC","2007","Role-Playing","Activision","2.57","1.52","0","0"
"8307","Ozzy & Drix","GBA","2003","Platform","Midway Games","0.01","0","0","0"
"8308","The Simpsons Game","DS","2007","Action","Electronic Arts","0.57","0.79","0","0.17"
"8309","CyberTiger","N64","2000","Sports","Electronic Arts","0.05","0.01","0","0"
"8310","WRC 5: FIA World Rally Championship","XOne","2015","Sports","Bigben Interactive","0","0.01","0","0"
"8311","Lips: Number One Hits","X360","2009","Misc","Microsoft Game Studios","0.15","0.35","0","0.07"
"8312","Madden NFL 09","DS","2008","Sports","Electronic Arts","0.3","0","0","0.03"
"8313","NASCAR 2011: The Game","X360","2011","Racing","Activision","0.29","0","0","0.02"
"8314","Busy Scissors","DS","2010","Simulation","Little Orbit","0.06","0","0","0"
"8315","The Chronicles of Riddick: Assault on Dark Athena","PS3","2009","Shooter","Vivendi Games","0.12","0.1","0","0.04"
"8316","LEGO Friends","3DS","2013","Action","Warner Bros. Interactive Entertainment","0","0.04","0","0"
"8317","Nostalgia","DS","2008","Role-Playing","Tecmo Koei","0.16","0","0.02","0.01"
"8318","Exhibition Volume 02","XB","2003","Misc","Microsoft Game Studios","0.13","0.04","0","0.01"
"8319","Ys: The Ark of Napishtim","PSP","2006","Role-Playing","Konami Digital Entertainment","0.04","0","0","0"
"8320","Breakout","PS","1999","Puzzle","Hasbro Interactive","0.06","0.04","0","0.01"
"8321","Hellgate: London","PC","2007","Role-Playing","Electronic Arts","0","0.02","0","0"
"8322","Elminage Original: Majo to Megami to Kamigami no Yubiwa","PSP","2011","Role-Playing","Starfish","0","0","0.02","0"
"8323","Wheel of Fortune: 2nd Edition","PS","2000","Misc","Hasbro Interactive","0.23","0.16","0","0.03"
"8324","Atlantis","2600","1981","Shooter","Imagic","1.18","0.08","0","0.01"
"8325","Katamari Damacy","PS2","2004","Puzzle","Namco Bandai Games","0.47","0.02","0.17","0.08"
"8326","The Urbz: Sims in the City","XB","2004","Simulation","Electronic Arts","0.22","0.11","0","0.01"
"8327","NHL 15","PS3","2014","Sports","Electronic Arts","0.21","0.11","0","0.06"
"8328","Dragon Warrior I&II","GB","1999","Role-Playing","Enix Corporation","0","0","0.77","0K"
"8329","FIFA Soccer 06","PS2","2005","Sports","Electronic Arts","0.78","2.55","0.04","0.84"
"8330","Need for Speed Carbon","GC","2006","Racing","Electronic Arts","0.27","0.07","0","0.01"
"8331","XCOM: Enemy Unknown","PC","2012","Strategy","Take-Two Interactive","0.26","0.36","0","0.1"
"8332","Bae Yong-joon to Manabu Kankokugo DS","DS","2009","Misc","D3Publisher","0","0","0.03","0"
"8333","Midnight Club: Street Racing","PS2","2000","Racing","Take-Two Interactive","2","0.47","0.02","0.14"
"8334","Splatterhouse","PS3","N/A","Action","Namco Bandai Games","0.13","0.02","0","0.02"
"8335","64 de Hakken! Tamagotchi Minna de Tamagotchi World","N64","1997","Misc","Namco Bandai Games","0","0","0.22","0"
"8336","L.A. Noire","PS3","2011","Adventure","Take-Two Interactive","1.27","1.33","0.12","0.51"
"8337","Call of Duty: Modern Warfare 3: Defiance","DS","2011","Shooter","Activision","0.21","0.07","0","0.02"
"8338","Tetris Attack","GB","1996","Puzzle","Nintendo","0","0","0.23","0"
"8339","Tenchu: Wrath of Heaven","PS2","2003","Action","Activision","0.44","0.34","0.25","0.11"
"8340","SingStar Summer Party","PS2","2008","Misc","Sony Computer Entertainment","0","0.06","0","0.48"
"8341","Commandos 2: Men of Courage","PS2","2002","Strategy","Eidos Interactive","0.09","0.07","0","0.02"
"8342","I Love Puppies","DS","2010","Simulation","Destineer","0.09","0","0","0.01"
"8343","Discworld","PS","1994","Adventure","Psygnosis","0.04","0.02","0","0"
"8344","Marvel vs. Capcom: Clash of Super Heroes","PS","1999","Fighting","Capcom","0.43","0.3","0","0.05"
"8345","The King of Fighters Kyo","PS","1998","Fighting","SNK Playmore","0","0","0.04","0"
"8346","Need for Speed Carbon","Wii","2006","Racing","Electronic Arts","0.46","0.66","0.02","0.15"
"8347","Glory of Heracles","DS","2008","Role-Playing","Nintendo","0.2","0","0.08","0.01"
"8348","Animal Genius","DS","2007","Puzzle","Ubisoft","0.11","0","0","0.01"
"8349","NBA ShootOut 2000","PS","1999","Sports","989 Studios","0.22","0.15","0","0.03"
"8350","Pokemon Box: Ruby & Sapphire","GC","2003","Misc","Nintendo","0","0","0.27","0.01"
"8351","Jet X20","PS2","N/A","Racing","Unknown","0.11","0.09","0K","0.03"
"8352","IHRA Drag Racing 2","PS2","2002","Racing","Bethesda Softworks","0.64","0.5","0","0.17"
"8353","S.T.A.L.K.E.R.: Clear Sky","PC","2008","Shooter","Deep Silver","0","0.03","0","0.01"
"8354","Wizards of Waverly Place","DS","2009","Misc","Disney Interactive Studios","0.59","0.2","0","0.08"
"8355","Battle Arena Toshinden 3","PS","1996","Fighting","Sony Computer Entertainment","0.06","0.04","0.14","0.02"
"8356","Cartoon Network Collection: Game Boy Advance Video Volume 2","GBA","2004","Misc","N/A","0.06","0.02","0","0"
"8357","Dora's Big Birthday Adventure","Wii","2010","Misc","Take-Two Interactive","0.1","0.01","0","0.01"
"8358","Jake Power: Fireman","DS","2008","Adventure","Ubisoft","0.08","0.35","0","0.06"
"8359","F1 ROC: Race of Champions","SNES","1992","Sports","Ocean","0","0","0.28","0"
"8360","Madden NFL 2000","PS","1998","Sports","Electronic Arts","1.68","0.04","0","0.04"
"8361","Metal Fight Beyblade: Bakugami Susanoh Shuurai!","DS","2010","Action","Hudson Soft","0","0","0.05","0"
"8362","Portal 2","X360","2011","Shooter","Valve Software","1.41","0.51","0.01","0.17"
"8363","One Piece Unlimited Cruise 2: Awakening of a Hero","Wii","2009","Action","Namco Bandai Games","0","0.1","0.17","0.02"
"8364","MLB 14: The Show","PS3","2014","Sports","Sony Computer Entertainment America","0.35","0","0","0.04"
"8365","Jonny Moseley Mad Trix","PS2","2001","Sports","3DO","0.07","0.05","0","0.02"
"8366","Interactive Storybook DS Series 1","DS","2007","Misc","Tommo","0.06","0","0","0"
"8367","NBA Live 15","PS4","2014","Sports","Electronic Arts","0.15","0.04","0","0.04"
"8368","Brave Fencer Musashi","PS","1998","Role-Playing","SquareSoft","0.25","0.17","0.65","0.07"
"8369","Cyber Sled","PS","1995","Action","Sony Computer Entertainment","0","0","0.13","0.01"
"8370","Just Dance 2014","X360","2013","Misc","Ubisoft","0.72","0.19","0","0.07"
"8371","InuYasha: A Feudal Fairy Tale","PS","2002","Fighting","Namco Bandai Games","0","0","0.1","0.01"
"8372","Hello Kitty: Birthday Adventures","DS","2010","Adventure","Namco Bandai Games","0.06","0.11","0","0.02"
"8373","Juiced: Eliminator","PSP","2006","Racing","THQ","0.11","0.2","0","0.12"
"8374","The IdolM@ster: Gravure For You! Vol. 6","PS3","2012","Action","Namco Bandai Games","0","0","0.03","0"
"8375","Call of Duty: Modern Warfare 2","PS3","2009","Shooter","Activision","4.99","3.69","0.38","1.63"
"8376","Danganronpa Another Episode: Ultra Despair Girls","PSV","2014","Action","Nippon Ichi Software","0.1","0.03","0.12","0.04"
"8377","Vanquish","X360","2010","Shooter","Sega","0.19","0.17","0.03","0.04"
"8378","Darklight Conflict","PS","1997","Simulation","Electronic Arts","0.02","0.01","0","0"
"8379","Puss in Boots","Wii","2011","Action","THQ","0.19","0.01","0","0.01"
"8380","Disney Infinity 2.0: Marvel Super Heroes","XOne","2014","Action","Disney Interactive Studios","0.24","0.15","0","0.03"
"8381","Theatre Of War","PC","2007","Strategy","Kalypso Media","0","0.01","0","0"
"8382","Secret Service","X360","2008","Action","Activision Value","0.04","0","0","0"
"8383","Senran Kagura: Bon Appétit!","PSV","2014","Misc","Marvelous Entertainment","0","0","0.03","0"
"8384","Ski-Doo Snowmobile Challenge","Wii","2009","Racing","Valcon Games","0.08","0","0","0.01"
"8385","SSX Tricky","GBA","2002","Sports","Electronic Arts","0.14","0.05","0","0"
"8386","Monster Jam","PS2","2007","Racing","Activision","0.12","0.09","0","0.03"
"8387","Cross Edge Dash","X360","2009","Role-Playing","Compile Heart","0","0","0.01","0"
"8388","Imagine: Party Babyz","Wii","2008","Simulation","Ubisoft","0.34","0.02","0","0.03"
"8389","Disney's DuckTales","NES","1989","Platform","Capcom","0.91","0.3","0.42","0.04"
"8390","Digimon Rumble Arena 2","XB","2004","Fighting","Atari","0.01","0","0","0"
"8391","Link's Crossbow Training","Wii","2007","Shooter","Nintendo","3.06","1.18","0.29","0.46"
"8392","Virtua Tennis 4","X360","2011","Sports","Sega","0.11","0.1","0.01","0.02"
"8393","Kobitodzukan: Kobito Kansatsu Set","3DS","2012","Misc","Nippon Columbia","0","0K","0.28","0"
"8394","Imagine: Music Fest","DS","2009","Simulation","Ubisoft","0.15","0","0","0.01"
"8395","300: March to Glory","PSP","2007","Action","Warner Bros. Interactive Entertainment","0.27","0.08","0","0.06"
"8396","Grid Runner","PS","1996","Action","Virgin Interactive","0.02","0.01","0","0"
"8397","Super Bomberman 2","SNES","1994","Puzzle","Hudson Soft","0","0","0.81","0"
"8398","The Evil Within","PS4","2014","Action","Bethesda Softworks","0.55","0.84","0.11","0.31"
"8399","Armored Core V","PS3","2012","Simulation","Namco Bandai Games","0.09","0.04","0.24","0.02"
"8400","Cabela's North American Adventures","Wii","2010","Sports","Activision","0.19","0","0","0.01"
"8401","Devil May Cry HD Collection","PS3","2012","Action","Capcom","0.42","0.21","0.11","0.1"
"8402","Blades of Time","PS3","2012","Action","Konami Digital Entertainment","0.04","0.03","0.01","0.01"
"8403","God of War III","PS4","2015","Action","Sony Computer Entertainment","0.23","0.29","0.01","0.1M"
"8404","Monster High: New Ghoul in School","3DS","2015","Action","Little Orbit","0","0.03","0","0"
"8405","Batman: Arkham City","WiiU","2012","Action","Warner Bros. Interactive Entertainment","0.17","0.18","0","0.03"
"8406","4x4 EVO 2","XB","2001","Racing","Gathering of Developers","0.18","0.05","0K","0.01"
"8407","Kurogane Kaikitan","PSV","2015","Adventure","Minato Station","0","0","0.01","0"
"8408","Double Dragon","2600","1989","Action","Activision","0.45","0.02","0","0.01"
"8409","Instant Brain","X360","2011","Adventure","Cave","0","0","0.01","0"
"8410","Bomberman 2","DS","2008","Puzzle","Hudson Soft","0","0.01","0","0"
"8411","Sleeping Dogs","PS4","2014","Action","Square Enix","0.16","0.2","0","0.07"
"8412","Alien Hominid","PS2","2004","Shooter","Zoo Digital Publishing","0.05","0.04","0","0.01"
"8413","Dragon Ball Z Hyper Dimension","SNES","1995","Fighting","Namco Bandai Games","0","0","0.21","0"
"8414","Treasure World","DS","2009","Simulation","Aspyr","0.19","0","0","0.01"
