,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
9434,Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,0.43,0.21,0.01,0.19,0.8400000000000001
9435,FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0.0,0.0,0.04,0.0,0.04
9436,SoulCalibur V,X360,2012,Fighting,Namco Bandai Games,0.39,0.14,0.02,0.04,0.5900000000000001
9437,San-X Character Channel: All-Star Daishuugou!,DS,2008,Action,MTO,0.0,0.0,0.01,0.0,0.01
9438,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,2009,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
9439,Hexen,N64,1996,Shooter,GT Interactive,0.15,0.04,0.0,0.0,0.19
9440,Looney Tunes: Duck Amuck,DS,2007,Action,Warner Bros. Interactive Entertainment,0.28,0.0,0.0,0.02,0.30000000000000004
9441,Legendary,X360,2008,Shooter,Atari,0.08,0.15,0.0,0.03,0.26
9442,Resident Evil,SAT,1997,Action,Capcom,0.0,0.0,0.17,0.0,0.17
9443,Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,DTP Entertainment,0.0,0.04,0.0,0.0,0.04
9444,Gundam Breaker,PSV,2013,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
9445,ESPN NHL Hockey,XB,2003,Sports,Sega,0.08,0.02,0.0,0.0,0.1
9446,One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0.0,0.07,0.13,0.02,0.22
9447,Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.2,0.2,0.0,0.13,0.53
9448,Skylanders SWAP Force,3DS,2013,Platform,Activision,0.1,0.12,0.0,0.02,0.24
9449,Metal Slug Advance,GBA,2004,Shooter,Ignition Entertainment,0.06,0.02,0.0,0.0,0.08
9450,Mahjong Cub3D,3DS,2011,Puzzle,Sunsoft,0.07,0.0,0.02,0.0,0.09000000000000001
9451,Bangai-O Spirits,DS,2008,Shooter,D3Publisher,0.07,0.0,0.0,0.01,0.08
9452,High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios,1.06,0.91,0.0,0.23,2.2
9453,Battlefield 3,PS3,2011,Shooter,Electronic Arts,2.85,2.93,0.35,1.1,7.23
9454,The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.34,0.13,0.0,0.04,0.51
9455,DS Bungaku Zenshuu,DS,2007,Misc,Nintendo,0.0,0.0,0.26,0.0,0.26
9456,NHL 08,PS3,2007,Action,Electronic Arts,0.16,0.06,0.0,0.03,0.25
9457,You Don't Know Jack: Mock 2,PS,2000,Misc,Vivendi Games,0.06,0.04,0.0,0.01,0.11
9458,Hot Wheels: Stunt Track Challenge / World Race,GBA,2006,Racing,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01
9459,Constantine,PS2,2005,Action,SCi,0.05,0.04,0.0,0.01,0.09999999999999999
9460,Buck Fever,Wii,2009,Sports,Destineer,0.13,0.0,0.0,0.01,0.14
9461,Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.09999999999999999
9462,My Body Coach,Wii,2009,Sports,Big Ben Interactive,0.0,0.04,0.0,0.01,0.05
9463,Sakura Sakura: Haru Urara,PSP,2010,Adventure,GN Software,0.0,0.0,0.01,0.0,0.01
9464,Guilty Gear Xrd: Sign,PS4,2014,Fighting,Arc System Works,0.1,0.0,0.04,0.02,0.16
9465,Densha De Go!,PS,1997,Simulation,Taito,0.0,0.0,1.02,0.07,1.09
9466,007: Quantum of Solace,DS,2008,Action,Activision,0.11,0.01,0.0,0.01,0.13
9467,Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,0.84,0.22,0.24,0.04,1.34
9468,Kill.Switch,GBA,2004,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
9469,San Goku Shi DS 3,DS,2010,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
9470,The Idolmaster: Gravure For You! Vol. 4,PS3,2012,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
9471,Power Pro Kun Pocket 1+2,GBA,2004,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9472,Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,0.0,0.03,0.0,0.01,0.04
9473,Darksiders II,XOne,2015,Action,Nordic Games,0.03,0.02,0.0,0.01,0.060000000000000005
9474,F1 2011,3DS,2011,Racing,Codemasters,0.07,0.08,0.0,0.02,0.17
9475,Mortal Kombat: Shaolin Monks,PS2,2005,Action,Midway Games,0.58,0.02,0.0,0.09,0.69
9476,Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0.0,0.18,0.0,0.19999999999999998
9477,Piglet's Big Game,PS2,2003,Platform,Gotham Games,0.05,0.04,0.0,0.01,0.09999999999999999
9478,Real Crimes: The Unicorn Killer,DS,2011,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01
9479,Motion Explosion!,X360,2011,Misc,505 Games,0.05,0.01,0.0,0.0,0.060000000000000005
9480,Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
9481,The Suite Life of Zack & Cody: Circle of Spies,DS,2007,Action,Disney Interactive Studios,0.17,0.09,0.0,0.03,0.29000000000000004
9482,Konjiki no Gashbell!! Makai no Bookmark,GBA,2004,Adventure,Banpresto,0.0,0.0,0.25,0.01,0.26
9483,ESPN Great Outdoor Games Bass 2002,GBA,2001,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04
9484,Reversal Challenge,DS,2009,Misc,Tommo,0.02,0.0,0.0,0.0,0.02
9485,Godai: Elemental Force,PS2,2002,Action,3DO,0.04,0.03,0.0,0.01,0.08
9486,Resident Evil Outbreak File #2,PS2,2004,Action,Capcom,0.19,0.15,0.17,0.05,0.56
9487,Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,Unknown,0.0,1.1,0.42,0.33,1.85
9488,Crimson Sea 2,PS2,2004,Action,Tecmo Koei,0.03,0.03,0.0,0.01,0.06999999999999999
9490,ESPN International Winter Sports 2002,PS2,2002,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.060000000000000005
9491,Lode Runner 3-D,N64,1998,Action,Infogrames,0.08,0.02,0.0,0.0,0.1
9492,Super Mario Land,GB,1989,Platform,Nintendo,10.83,2.71,4.18,0.42,18.14
9493,Galleon: Islands of Mystery,XB,2004,Action,SCi,0.02,0.01,0.0,0.0,0.03
9494,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),GBA,2001,Misc,Konami Digital Entertainment,0.0,0.0,0.4,0.01,0.41000000000000003
9495,Princess Maker: Yumemiru Yosei,PS,1997,Strategy,Sony Computer Entertainment,0.0,0.0,0.18,0.01,0.19
9496,Halo 2,XB,2004,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.48
9497,Kamen Rider Kabuto,PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
9498,Cabela's Outdoor Adventures (2006),PS2,2005,Sports,Zoo Digital Publishing,0.17,0.14,0.0,0.05,0.36000000000000004
9499,50 Classic Games,3DS,2012,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02
9500,Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,Reef Entertainment,0.07,0.0,0.0,0.01,0.08
9501,Classic NES Series: Excitebike,GBA,2004,Racing,Nintendo,0.11,0.04,0.1,0.01,0.26
9502,Ide Yosuke no Mahjong Kazoku,PS,1995,Misc,Seta Corporation,0.0,0.0,0.04,0.0,0.04
9503,Summoner: A Goddess Reborn,GC,2003,Role-Playing,THQ,0.04,0.01,0.0,0.0,0.05
9504,Space Channel 5 Special Edition,PS2,2003,Misc,Agetec,0.04,0.03,0.0,0.01,0.08
9505,Madden NFL 13,PSV,2012,Sports,Electronic Arts,0.3,0.0,0.0,0.03,0.32999999999999996
9506,Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,0.51,0.29,0.0,0.09,0.89
9507,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92
9508,Spider-Man 3,PC,2007,Platform,Activision,0.02,0.0,0.0,0.0,0.02
9509,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,0.0,0.99,2.32,0.02,3.3299999999999996
9510,Bust-A-Bloc,PS2,2002,Puzzle,Midas Interactive Entertainment,0.0,0.0,0.05,0.0,0.05
9511,Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
9512,FIFA Soccer 11,DS,2010,Sports,Electronic Arts,0.13,0.5,0.0,0.09,0.72
9513,Agatha Christie: Death on the Nile,PC,2008,Adventure,Big Fish Games,0.0,0.01,0.0,0.0,0.01
9514,Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05
9515,The Incredible Hulk: Ultimate Destruction,GC,2005,Action,Vivendi Games,0.11,0.03,0.0,0.0,0.14
9516,Outlaw Volleyball,XB,2003,Sports,TDK Mediactive,0.19,0.06,0.0,0.01,0.26
9517,A-Train,PS,1995,Simulation,Sony Computer Entertainment,0.02,0.01,0.04,0.01,0.08
9518,Call of Juarez,X360,2007,Shooter,Ubisoft,0.14,0.02,0.0,0.01,0.17
9519,Mario Tennis: Power Tour,GBA,2005,Sports,Nintendo,0.24,0.09,0.19,0.01,0.53
9520,Mount & Blade: Warband,PC,2010,Role-Playing,Paradox Interactive,0.01,0.01,0.0,0.0,0.02
9521,Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.04
9522,Harvest Moon: The Tale of Two Towns,DS,2010,Simulation,Natsume,0.27,0.06,0.22,0.03,0.5800000000000001
9523,Romance of the Three Kingdoms (3DS),3DS,2013,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
9524,Marvel Super Hero Squad,DS,2009,Fighting,THQ,0.37,0.02,0.0,0.03,0.42000000000000004
9525,Puppy Luv: Spa and Resort,DS,2007,Simulation,Activision,0.4,0.0,0.0,0.03,0.43000000000000005
9526,Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,0.5,0.39,0.0,0.13,1.02
9527,Dragon Ball: XenoVerse,XOne,2015,Fighting,Namco Bandai Games,0.18,0.11,0.0,0.03,0.31999999999999995
9528,Pokemon Puzzle League,N64,2000,Puzzle,Nintendo,0.36,0.08,0.0,0.01,0.45
9529,L'Aigle de Guerre,GBA,2001,Strategy,Nintendo,0.0,0.0,0.1,0.0,0.1
9530,Malice,PS2,2004,Platform,Evolved Games,0.01,0.01,0.0,0.0,0.02
9531,Battle Engine Aquila,PS2,2003,Shooter,Atari,0.02,0.01,0.0,0.0,0.03
9532,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,2008,Action,Takara Tomy,0.0,0.0,0.12,0.0,0.12
9533,Petz Monkeyz House,DS,2008,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.22
9534,Gintama DS: Yorozuya Daisoudou,DS,2006,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
9535,Jikandia: The Timeless Land,PSP,2010,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03
9536,Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Nintendo,0.07,0.0,0.0,0.0,0.07
9537,Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Role-Playing,Seta Corporation,0.0,0.0,0.2,0.01,0.21000000000000002
9538,MXGP 2,XOne,2016,Racing,Milestone S.r.l.,0.02,0.02,0.0,0.0,0.04
9539,Imagine: Movie Star,DS,2008,Simulation,Ubisoft,0.31,0.0,0.0,0.02,0.33
9540,RalliSport Challenge(JP sales),XB,2002,Racing,Microsoft Game Studios,0.0,0.0,0.01,0.0,0.01
9541,Pictionary: Ultimate Edition,PS3,2011,Misc,THQ,0.15,0.06,0.0,0.03,0.24
9542,SimCity,PC,1988,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03
9543,Serious Sam,XB,2002,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15000000000000002
9544,WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04
9545,Brain Voyage,DS,2008,Puzzle,Eidos Interactive,0.06,0.02,0.0,0.01,0.09
9546,TOCA Race Driver 2: Ultimate Racing Simulator,PSP,2005,Racing,Codemasters,0.0,0.25,0.0,0.0,0.25
9547,NHL Hitz Pro,PS2,2003,Sports,Midway Games,0.09,0.07,0.0,0.02,0.18
9548,Gladius,GC,2003,Strategy,Activision,0.06,0.01,0.0,0.0,0.06999999999999999
9549,Reader Rabbit 1st Grade,Wii,2010,Misc,Graffiti,0.07,0.0,0.0,0.0,0.07
9550,Dance Dance Revolution Extra Mix,PS,2001,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
9551,NBA Live 2002,XB,2001,Sports,Electronic Arts,0.35,0.03,0.0,0.02,0.4
9552,RockMan & Forte,SNES,1998,Platform,Capcom,0.0,0.0,0.14,0.0,0.14
9553,River Raid II,2600,1988,Shooter,Activision,0.47,0.03,0.0,0.01,0.51
9554,Need for Speed: Hot Pursuit 2,XB,2002,Racing,Electronic Arts,0.68,0.11,0.0,0.03,0.8200000000000001
9555,Myst,PC,1994,Adventure,Red Orb,0.02,2.79,0.0,0.0,2.81
9556,Picross DS,DS,2007,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.51
9557,Darksiders II,WiiU,2012,Action,THQ,0.07,0.07,0.0,0.01,0.15000000000000002
9558,Crayola: Treasure Adventures,DS,2007,Puzzle,Ignition Entertainment,0.43,0.01,0.0,0.03,0.47
9559,James Bond 007: Nightfire,GBA,2003,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,0.14
9560,Peppa Pig: Theme Park Fun,DS,2011,Misc,P2 Games,0.0,0.28,0.0,0.04,0.32
9561,Alter Ego,PC,1985,Simulation,Activision,0.0,0.03,0.0,0.01,0.04
9562,WipeOut 3 The Game,3DS,2012,Action,Activision,0.18,0.0,0.0,0.01,0.19
9563,Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,Graffiti,0.05,0.0,0.0,0.0,0.05
9564,Irozuki Tingle no Koi no Balloon Trip,DS,2009,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11
9565,Star Wars: Clone Wars,XB,2003,Shooter,LucasArts,0.1,0.03,0.0,0.0,0.13
9566,The Incredible Hulk,PS2,2008,Action,Sega,0.32,0.01,0.0,0.05,0.38
9567,XI Coliseum,PSP,2006,Puzzle,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01
9568,SplashDown,XB,2002,Racing,Atari,0.09,0.02,0.0,0.0,0.11
9569,Code Geass: Hangyaku no Lelouch,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
9570,Final Fantasy Collection,PS,1999,Role-Playing,Square,0.0,0.0,0.42,0.03,0.44999999999999996
9571,Harukanaru Toki no Naka de: Maihitoyo,PS2,2006,Adventure,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
9572,Major League Baseball 2K8,X360,2008,Sports,Bethesda Softworks,0.56,0.0,0.0,0.05,0.6100000000000001
9573,God of War: Origins Collection,PS3,2011,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.55
9574,Baldur's Gate: Dark Alliance II,XB,2004,Role-Playing,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26
9575,Battlefield 4,X360,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.5300000000000002
9576,Urban Reign,PS2,2005,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08
9577,Pro Race Driver,PS2,2002,Racing,Codemasters,0.13,0.1,0.0,0.03,0.26
9579,Policenauts,3DO,1995,Adventure,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
9580,X-Men Legends II: Rise of Apocalypse,PSP,2005,Role-Playing,Activision,0.25,0.01,0.0,0.03,0.29000000000000004
9581,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
9582,Tokyo Xtreme Racer Zero,PS2,2000,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5
9583,Super Mario Kart,SNES,1992,Racing,Nintendo,3.54,1.24,3.81,0.18,8.77
9584,Bomberman Fantasy Race,PS,1998,Racing,Virgin Interactive,0.01,0.01,0.0,0.0,0.02
9585,Tales of Innocence,DS,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26
9586,NHL 2005,XB,2004,Sports,Electronic Arts,0.12,0.03,0.0,0.01,0.16
9587,Koihime Musou,PS2,2008,Adventure,Yeti,0.0,0.0,0.05,0.0,0.05
9588,Turbo: Super Stunt Squad,DS,2013,Sports,D3Publisher,0.0,0.03,0.0,0.0,0.03
9589,Lost Dimension,PSV,2014,Role-Playing,Nippon Ichi Software,0.07,0.03,0.02,0.03,0.15000000000000002
9590,Monster 4x4: Stunt Racer,Wii,2009,Racing,Ubisoft,0.18,0.0,0.0,0.01,0.19
9591,NBA 09: The Inside,PS2,2008,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.16
9592,Destroy All Humans!,PS2,2005,Shooter,THQ,0.78,0.03,0.0,0.13,0.9400000000000001
9593,Jurassic: The Hunted,Wii,2009,Shooter,Activision,0.14,0.0,0.0,0.01,0.15000000000000002
9594,Serious Sam II,PC,2005,Shooter,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01
9595,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,2011,Action,THQ,0.05,0.03,0.0,0.01,0.09
9596,Ski Region Simulator,PC,2011,Simulation,Excalibur Publishing,0.0,0.05,0.0,0.01,0.060000000000000005
9597,Madagascar: Escape 2 Africa,DS,2008,Action,Activision,0.42,0.26,0.0,0.07,0.75
9598,DropCast,DS,2008,Puzzle,THQ,0.06,0.0,0.0,0.0,0.06
9599,PO'ed,PS,1996,Shooter,Time Warner Interactive,0.02,0.01,0.0,0.0,0.03
9600,Bolt,PS2,2008,Adventure,Disney Interactive Studios,0.09,0.02,0.0,0.16,0.27
9601,Muramasa: The Demon Blade,PSV,2013,Role-Playing,Marvelous Entertainment,0.13,0.0,0.1,0.03,0.26
9602,Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,0.0,0.0,2.78,0.01,2.7899999999999996
9603,Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.62,0.24,0.0,0.08,0.94
9604,The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.4,0.0,0.11,1.05
9605,NCAA Football 07,PSP,2006,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37
9606,Yoake Yori Ruriiro na Portable,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
9607,Dawn of Heroes,DS,2010,Role-Playing,Majesco Entertainment,0.07,0.0,0.0,0.0,0.07
9608,Game & Watch Gallery,GB,1997,Misc,Nintendo,0.63,0.25,0.09,0.03,1.0
9609,Freddi Fish: Kelp Seed Mystery,Wii,2008,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06
9610,The Smurfs 2,Wii,2013,Platform,Ubisoft,0.0,0.09,0.0,0.01,0.09999999999999999
9611,Monster House,GBA,2006,Adventure,THQ,0.06,0.02,0.0,0.0,0.08
9612,NFL Street 3,PSP,2006,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.26
9613,Pressure Cooker,2600,1982,Action,Activision,0.14,0.01,0.0,0.0,0.15000000000000002
9614,Monster Jam: Path of Destruction,Wii,2010,Racing,Activision,0.5,0.02,0.0,0.03,0.55
9615,Road Rash 64,N64,1999,Racing,THQ,0.19,0.05,0.0,0.0,0.24
9616,Final Fight,SNES,1990,Action,Capcom,0.67,0.17,0.69,0.03,1.56
9617,NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment,0.95,0.14,0.0,0.03,1.1199999999999999
9618,The Space Bar,SAT,1996,Adventure,Sega,0.0,0.0,0.08,0.0,0.08
9619,Karaoke Revolution,XB,2004,Misc,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.08
9620,Marines: Modern Urban Combat,Wii,2010,Shooter,O-Games,0.03,0.0,0.0,0.0,0.03
9621,Atlantic Quest,PC,2011,Puzzle,Avanquest,0.0,0.02,0.0,0.0,0.02
9622,The Hardy Boys: Treasure on the Tracks,DS,2009,Adventure,Sega,0.11,0.0,0.0,0.01,0.12
9623,Classic NES Series: Pac-Man,GBA,2004,Puzzle,Nintendo,0.25,0.09,0.12,0.01,0.47
9624,Jumper: Griffin's Story,Wii,2008,Action,Eidos Interactive,0.08,0.0,0.0,0.01,0.09
9625,Yoshi's Woolly World,WiiU,2015,Platform,Nintendo,0.61,0.47,0.11,0.1,1.2900000000000003
9626,Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,0.08,0.03,0.02,0.01,0.14
9627,Dreamer Series: Babysitter,DS,2009,Simulation,Deep Silver,0.05,0.0,0.0,0.0,0.05
9628,Raiden Fighters Aces,X360,2008,Shooter,Valcon Games,0.06,0.03,0.0,0.01,0.09999999999999999
9629,F1 2011,PS3,2011,Racing,Codemasters,0.12,0.75,0.11,0.25,1.23
9630,Dragon Quest Monsters 2,GB,2001,Role-Playing,Enix Corporation,0.0,0.0,1.56,0.0,1.56
9631,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02
9632,Drawn to Life Collection,DS,2010,Misc,THQ,0.14,0.0,0.0,0.01,0.15000000000000002
9633,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92
9634,NBA 2K7,PS3,2006,Sports,Take-Two Interactive,0.3,0.04,0.0,0.04,0.37999999999999995
9635,Otogi: Myth of Demons,XB,2002,Action,Sega,0.08,0.02,0.03,0.0,0.13
9636,SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,0.0,1.04,0.0,0.31,1.35
9637,Impact Racing,PS,1996,Racing,JVC,0.03,0.02,0.0,0.0,0.05
9638,Jeremy McGrath Supercross World,PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23
9639,Kirby & the Amazing Mirror,GBA,2004,Platform,Nintendo,0.8,0.05,0.76,0.03,1.6400000000000001
9640,Goku Makaimura Kai,PSP,2007,Platform,Capcom,0.0,0.0,0.01,0.0,0.01
9642,LEGO Batman: The Videogame,PS2,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0.0,0.52,1.27
9643,F1 Race,NES,1984,Racing,Nintendo,0.0,0.0,1.52,0.0,1.52
9644,Winning Post 7 2012,PSP,2012,Sports,Ackkstudios,0.0,0.0,0.04,0.0,0.04
9645,.hack//Outbreak Part 3,PS2,2002,Role-Playing,Atari,0.14,0.11,0.17,0.04,0.46
9646,Moto Racer 2,PS,1997,Racing,Electronic Arts,0.39,0.26,0.0,0.05,0.7000000000000001
9647,Mega Man X: Command Mission,PS2,2004,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.18
9648,The House of the Dead 2 & 3 Return,Wii,2008,Shooter,Sega,0.78,0.5,0.03,0.15,1.46
9649,Dark Parables: The Exiled Prince,PC,2011,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01
9650,Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.15,0.1,0.01,0.02,0.28
9651,Pokemon Stadium,N64,1999,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.449999999999999
9652,Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,0.39,0.1,0.0,0.04,0.53
9653,Surf's Up,DS,2007,Sports,Ubisoft,0.26,0.0,0.0,0.02,0.28
9654,Zoo Tycoon 2 DS,DS,2008,Strategy,THQ,0.24,0.03,0.0,0.02,0.29000000000000004
9655,Shinigami to Shoujo,PSP,2011,Adventure,Takuyo,0.0,0.0,0.01,0.0,0.01
9656,Pinball,NES,1984,Action,Nintendo,0.8,0.19,0.83,0.03,1.8499999999999999
9657,Jeanne d'Arc,PSP,2006,Role-Playing,Sony Computer Entertainment,0.21,0.0,0.1,0.02,0.33
9658,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11
9659,Bad Boys: Miami Takedown,PS2,2004,Shooter,Empire Interactive,0.56,0.44,0.0,0.15,1.15
9660,Shin Megami Tensei: Digital Devil Saga,PS2,2004,Role-Playing,Ghostlight,0.06,0.05,0.0,0.02,0.13
9661,Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.02,0.12000000000000001
9662,Farming 2017 - The Simulation,PS4,2016,Simulation,UIG Entertainment,0.0,0.01,0.0,0.0,0.01
9663,Harvey Birdman: Attorney at Law,PSP,2008,Adventure,Capcom,0.08,0.0,0.0,0.01,0.09
9664,World Championship Spelling,DS,2010,Misc,505 Games,0.04,0.0,0.0,0.0,0.04
9665,Reader Rabbit Kindergarten,Wii,2010,Misc,Graffiti,0.12,0.0,0.0,0.01,0.13
9666,Raze's Hell,XB,2005,Shooter,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05
9667,Cooking Mama,DS,2006,Simulation,505 Games,3.13,1.94,0.07,0.58,5.720000000000001
9668,Sigma Harmonics,DS,2008,Role-Playing,Square Enix,0.0,0.0,0.07,0.0,0.07
9669,Soviet Strike,PS,1996,Simulation,Electronic Arts,0.65,0.44,0.0,0.08,1.1700000000000002
9670,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,1.32,1.19,0.0,0.3,2.8099999999999996
9671,MediEvil II,PS,1999,Action,Sony Computer Entertainment,0.21,0.14,0.0,0.02,0.37
9672,Gladiator: Sword of Vengeance,XB,2003,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
9673,Petz Puppyz & Kittenz,DS,2011,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13
9674,Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.25,0.58,0.0,0.16,1.99
9675,Hidden Mysteries: Buckingham Palace,DS,2010,Puzzle,Avanquest,0.13,0.07,0.0,0.02,0.22
9676,Tony Hawk's Pro Skater,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02
9677,Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,0.1,0.14,0.02,0.06,0.32
9678,Moshi Monsters: Moshling Zoo,DS,2011,Misc,Activision,0.4,0.99,0.0,0.22,1.61
9679,Deal or No Deal,DS,2007,Misc,Mindscape,1.15,0.41,0.0,0.15,1.7099999999999997
9680,Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09
9681,Akiba's Trip: Undead & Undressed,PS4,2014,Action,Acquire,0.08,0.0,0.01,0.02,0.11
9682,Root Double: Before Crime After Days,X360,2012,Action,Yeti,0.0,0.0,0.01,0.0,0.01
9683,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto,0.0,0.0,0.03,0.0,0.03
9684,Golf,GB,1989,Sports,Nintendo,0.83,0.33,0.92,0.04,2.12
9686,Monopoly,PC,1994,Misc,Hasbro Interactive,1.49,0.81,0.0,0.1,2.4
